hs6;hs;sitc3;cod_omc_2;cat_omc_2_en;cod_omc_1;cat_omc_1_en;cat_omc_2;cat_omc_1
'230910;HS 2017;'08195;3101;Food;31;Agricultural products;Productos alimenticios;Productos agrícolas
'230990;HS 2017;'08199;3101;Food;31;Agricultural products;Productos alimenticios;Productos agrícolas
'240110;HS 2017;'1211;3101;Food;31;Agricultural products;Productos alimenticios;Productos agrícolas
'240120;HS 2017;'1212;3101;Food;31;Agricultural products;Productos alimenticios;Productos agrícolas
'240130;HS 2017;'1213;3101;Food;31;Agricultural products;Productos alimenticios;Productos agrícolas
'240310;HS 2007;'12232;3101;Food;31;Agricultural products;Productos alimenticios;Productos agrícolas
'270119;HS 2017;'32122;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'270400;HS 2017;'3250;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'270730;HS 2017;'33524;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'270750;HS 2017;'33525;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'270791;HS 2017;'33525;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'270799;HS 2017;'33525;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'270900;HS 2017;'3330;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'271011;HS 2007;'33411;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'271019;HS 2017;'334;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'271112;HS 2017;'3421;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'271113;HS 2017;'3425;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'271119;HS 2017;'3442;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'271121;HS 2017;'3432;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'271210;HS 2017;'33511;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'271220;HS 2017;'33512;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'271290;HS 2017;'33512;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'271311;HS 2017;'33542;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'271312;HS 2017;'33542;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'271320;HS 2017;'33541;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'271500;HS 2017;'33543;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'271600;HS 2017;'3510;3202;Fuels;32;Fuels and mining products;Combustibles;Combustibles y productos de las industrias extractivas
'280200;HS 2017;'52226;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'280300;HS 2017;'5221;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'280410;HS 2017;'52221;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'280421;HS 2017;'52221;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'280429;HS 2017;'52221;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'280430;HS 2017;'52221;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'280440;HS 2017;'52221;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'280540;HS 2017;'52227;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'280610;HS 2017;'52231;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'280700;HS 2017;'52232;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'280800;HS 2017;'52233;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'280920;HS 2017;'52234;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'281000;HS 2017;'52235;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'281119;HS 2017;'52236;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'281121;HS 2017;'52239;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'281122;HS 2017;'52237;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'281123;HS 2002;'52238;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'281310;HS 2017;'52242;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'281410;HS 2017;'52261;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'281420;HS 2017;'52261;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'281511;HS 2017;'52262;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'281512;HS 2017;'52263;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'281700;HS 2017;'52251;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'281910;HS 2017;'52252;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'282110;HS 2017;'52254;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'282200;HS 2017;'52255;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'282300;HS 2017;'52256;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'282410;HS 2017;'52257;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'282420;HS 2002;'52257;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'282580;HS 2017;'52269;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'282590;HS 2017;'52269;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'282710;HS 2017;'52321;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'282720;HS 2017;'52322;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'282732;HS 2017;'52329;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'282736;HS 2002;'52329;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'282739;HS 2017;'52329;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'282749;HS 2017;'52329;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'282890;HS 2017;'52331;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'282990;HS 2017;'52339;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283010;HS 2017;'52341;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283210;HS 2017;'52344;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283230;HS 2017;'52344;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283311;HS 2017;'52345;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283321;HS 2017;'52349;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283322;HS 2017;'52349;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283323;HS 2002;'52349;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283325;HS 2017;'52349;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283327;HS 2017;'52349;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283329;HS 2017;'52349;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283330;HS 2017;'52349;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283429;HS 2017;'52359;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283522;HS 2017;'52363;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283523;HS 2002;'52363;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283524;HS 2017;'52363;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283526;HS 2017;'52363;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283529;HS 2017;'52363;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283531;HS 2017;'52364;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283539;HS 2017;'52365;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283610;HS 2002;'52371;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283630;HS 2017;'52373;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283650;HS 2017;'52379;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283660;HS 2017;'52379;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283691;HS 2017;'52379;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'283919;HS 2017;'52383;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'284019;HS 2017;'52384;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'284130;HS 2017;'52431;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'284170;HS 2017;'52431;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'284321;HS 2017;'52432;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'284330;HS 2017;'52432;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'284390;HS 2017;'52432;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'284440;HS 2017;'52519;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'284690;HS 2017;'52595;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'284700;HS 2017;'52491;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'284910;HS 2017;'52493;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'284990;HS 2017;'52494;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'285000;HS 2017;'52495;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290110;HS 2017;'51114;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290121;HS 2017;'51111;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290211;HS 2017;'51121;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290219;HS 2017;'51129;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290220;HS 2017;'51122;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290230;HS 2017;'51123;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290250;HS 2017;'51125;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290312;HS 2017;'51136;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290313;HS 2017;'51136;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290315;HS 2017;'51135;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290330;HS 2002;'51137;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290342;HS 2007;'51138;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290349;HS 2007;'51138;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290410;HS 2017;'5114;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290511;HS 2017;'51211;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290512;HS 2017;'51212;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290513;HS 2017;'51213;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290514;HS 2017;'51213;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290515;HS 2002;'51219;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290519;HS 2017;'51219;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290529;HS 2017;'51219;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290531;HS 2017;'51221;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290532;HS 2017;'51229;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290539;HS 2017;'51229;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290545;HS 2017;'51222;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290611;HS 2017;'51231;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290711;HS 2017;'51241;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290719;HS 2017;'51243;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290820;HS 2002;'51244;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290911;HS 2017;'51616;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290919;HS 2017;'51616;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290920;HS 2017;'51616;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290930;HS 2017;'51616;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290949;HS 2017;'51617;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290950;HS 2017;'51617;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'290960;HS 2017;'51617;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291211;HS 2017;'51621;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291212;HS 2017;'51621;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291219;HS 2017;'51621;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291229;HS 2017;'51622;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291411;HS 2017;'51623;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291412;HS 2017;'51624;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291413;HS 2017;'51625;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291429;HS 2017;'51628;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291439;HS 2017;'51629;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291440;HS 2017;'51629;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291521;HS 2017;'51371;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291524;HS 2017;'51377;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291529;HS 2017;'51371;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291531;HS 2017;'51372;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291533;HS 2017;'51372;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291539;HS 2017;'51372;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291540;HS 2017;'51377;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291550;HS 2017;'51377;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291560;HS 2017;'51375;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291570;HS 2017;'51376;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291590;HS 2017;'51377;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291614;HS 2017;'51373;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291615;HS 2017;'51378;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291619;HS 2017;'51379;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291631;HS 2017;'51379;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
'291634;HS 2017;'51379;3302;Chemicals;33;Manufactures;Productos químicos;Manufacturas
