hs6;hs;sitc3;cod_omc_2;cat_omc_2_en;cod_omc_1;cat_omc_1_en;cat_omc_2;cat_omc_1
'250900;HS 2017;'27891;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'251200;HS 2017;'27895;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'251311;HS 2002;'27722;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'251319;HS 2002;'27729;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'251320;HS 2017;'27722;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'251511;HS 2017;'27312;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'251512;HS 2017;'27312;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'251612;HS 2017;'27313;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'251690;HS 2017;'27313;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'251710;HS 2017;'2734;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'251749;HS 2017;'2734;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'251810;HS 2017;'27823;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'252010;HS 2017;'27323;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'252020;HS 2017;'27324;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'252210;HS 2017;'66111;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'252220;HS 2017;'66112;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'252329;HS 2017;'66122;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'252520;HS 2017;'27852;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'252610;HS 2017;'27893;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'252620;HS 2017;'27893;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'252810;HS 2007;'27894;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'252890;HS 2007;'27894;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'252910;HS 2017;'27853;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'252921;HS 2017;'27854;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'252922;HS 2017;'27854;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'253010;HS 2017;'27898;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'253090;HS 2017;'27899;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'260112;HS 2017;'2816;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'260300;HS 2017;'2831;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'260800;HS 2017;'2875;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'261000;HS 2017;'28791;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'261610;HS 2017;'28911;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'261790;HS 2017;'28799;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'261900;HS 2017;'27862;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'262019;HS 2017;'2881;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'271490;HS 2017;'27897;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'281820;HS 2017;'2852;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'310250;HS 2017;'2722;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'370110;HS 2017;'8822;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'370120;HS 2017;'8822;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'370130;HS 2017;'8822;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'370210;HS 2017;'8823;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'370242;HS 2017;'8823;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'370243;HS 2017;'8823;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'370244;HS 2017;'8823;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'370254;HS 2017;'8823;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'370310;HS 2017;'8824;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'370320;HS 2017;'8824;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'370390;HS 2017;'8824;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'370610;HS 2017;'8831;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'370790;HS 2017;'8821;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'381600;HS 2017;'66233;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'392620;HS 2017;'84821;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'400129;HS 2017;'23129;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'400219;HS 2017;'23211;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'400259;HS 2017;'23215;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'400299;HS 2017;'23219;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'400300;HS 2017;'23221;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'400400;HS 2017;'23222;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'400510;HS 2017;'62111;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'400520;HS 2017;'62112;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'400591;HS 2017;'62119;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'400599;HS 2017;'62119;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'400610;HS 2017;'62121;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'400690;HS 2017;'62129;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'400811;HS 2017;'62132;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'400819;HS 2017;'62132;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'400821;HS 2017;'62133;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'400829;HS 2017;'62133;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'400911;HS 2017;'62141;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'400912;HS 2017;'62145;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'400921;HS 2017;'62142;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'400922;HS 2017;'62145;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'400931;HS 2017;'62143;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'400932;HS 2017;'62145;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'400941;HS 2017;'62144;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'400942;HS 2017;'62145;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401011;HS 2017;'62929;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401012;HS 2017;'62929;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401013;HS 2002;'62929;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401019;HS 2017;'62929;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401031;HS 2017;'62929;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401032;HS 2017;'62929;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401034;HS 2017;'62929;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401035;HS 2017;'62929;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401039;HS 2017;'62929;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401110;HS 2017;'6251;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401120;HS 2017;'6252;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401162;HS 2012;'62551;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401169;HS 2012;'62551;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401192;HS 2012;'62559;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401199;HS 2012;'62559;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401290;HS 2017;'62594;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401310;HS 2017;'62591;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401390;HS 2017;'62591;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401490;HS 2017;'62919;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401519;HS 2017;'84822;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'401590;HS 2017;'84829;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'401610;HS 2017;'62992;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401691;HS 2017;'62999;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401693;HS 2017;'62999;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401695;HS 2017;'62999;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401699;HS 2017;'62999;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401700;HS 2017;'62991;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'410120;HS 2017;'61141;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'410150;HS 2017;'61141;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'410210;HS 2017;'2116;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'410221;HS 2017;'2117;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'410411;HS 2017;'61141;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'410419;HS 2017;'61141;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'410441;HS 2017;'61142;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'410449;HS 2017;'61142;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'410621;HS 2017;'61162;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'410640;HS 2017;'61172;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'410712;HS 2017;'61142;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'410719;HS 2017;'61142;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'410799;HS 2017;'61142;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'411310;HS 2017;'61162;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'411510;HS 2017;'6112;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'411520;HS 2017;'21191;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'420100;HS 2017;'6122;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'420211;HS 2017;'83121;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'420212;HS 2017;'83122;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'420219;HS 2017;'83129;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'420221;HS 2017;'83111;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'420222;HS 2017;'83112;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'420229;HS 2017;'83119;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'420231;HS 2017;'83191;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'420232;HS 2017;'83191;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'420291;HS 2017;'83199;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'420292;HS 2017;'83199;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'420299;HS 2017;'83199;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'420310;HS 2017;'84811;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'420329;HS 2017;'84812;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'420330;HS 2017;'84813;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'420340;HS 2017;'84819;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'420400;HS 2002;'6121;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'420500;HS 2017;'6129;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'430180;HS 2017;'21226;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'430219;HS 2017;'61319;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'430220;HS 2017;'6132;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'430230;HS 2017;'6133;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'430310;HS 2017;'84831;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'430390;HS 2017;'84831;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'440110;HS 2012;'24501;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'440122;HS 2017;'24615;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'440200;HS 2002;'24502;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'440310;HS 2012;'2473;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'440710;HS 2012;'2482;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'440729;HS 2017;'2484;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'440799;HS 2017;'2484;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'440810;HS 2017;'63411;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'440839;HS 2017;'63412;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'440890;HS 2017;'63412;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'440910;HS 2017;'2483;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'440920;HS 2002;'2485;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'441031;HS 2002;'63422;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441039;HS 2002;'63422;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441111;HS 2002;'63451;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441119;HS 2002;'63451;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441121;HS 2002;'63452;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441129;HS 2002;'63452;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441191;HS 2002;'63459;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441214;HS 2002;'63431;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441222;HS 2002;'63441;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441223;HS 2002;'63441;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441293;HS 2002;'63449;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441400;HS 2017;'63541;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441510;HS 2017;'63511;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441520;HS 2017;'63512;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441600;HS 2017;'6352;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441700;HS 2017;'63591;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441810;HS 2017;'63531;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441820;HS 2017;'63532;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441890;HS 2012;'63539;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441900;HS 2012;'63542;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'442010;HS 2017;'63549;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'442090;HS 2017;'63549;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'442110;HS 2017;'63599;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'442190;HS 2012;'63599;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'450310;HS 2017;'63311;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'450410;HS 2017;'63321;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'450490;HS 2017;'63329;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'470321;HS 2017;'25151;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'470429;HS 2017;'25162;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'470710;HS 2017;'25111;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'470720;HS 2017;'25112;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'480100;HS 2017;'641;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480255;HS 2017;'64126;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480257;HS 2017;'64126;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480262;HS 2017;'641;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480269;HS 2017;'641;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480300;HS 2017;'64163;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480411;HS 2017;'64141;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480419;HS 2017;'64141;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480421;HS 2017;'64142;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480439;HS 2017;'64146;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480449;HS 2017;'64147;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480511;HS 2017;'6415;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480524;HS 2017;'64154;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480530;HS 2017;'64152;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480593;HS 2017;'64154;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480610;HS 2017;'64153;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480630;HS 2017;'64153;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480640;HS 2017;'64153;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480810;HS 2017;'64164;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480890;HS 2017;'64169;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480990;HS 2017;'64131;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481014;HS 2017;'641;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481019;HS 2017;'641;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481029;HS 2017;'64134;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481110;HS 2017;'64173;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481141;HS 2017;'64178;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481149;HS 2017;'64178;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481151;HS 2017;'64171;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481159;HS 2017;'64172;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481160;HS 2017;'64179;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481190;HS 2017;'64179;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481200;HS 2017;'64193;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481310;HS 2017;'64241;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481320;HS 2017;'64241;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481420;HS 2017;'64194;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481690;HS 2017;'64242;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481710;HS 2017;'64221;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481810;HS 2017;'64243;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481820;HS 2017;'64294;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481830;HS 2017;'64294;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481840;HS 2007;'64295;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481850;HS 2017;'64294;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481890;HS 2017;'64294;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481910;HS 2017;'64211;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481920;HS 2017;'64212;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481930;HS 2017;'64213;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481940;HS 2017;'64214;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481950;HS 2017;'64215;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481960;HS 2017;'64216;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'482010;HS 2017;'64231;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'482020;HS 2017;'64232;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'482030;HS 2017;'64233;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'482090;HS 2017;'64239;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'482290;HS 2017;'64291;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'482312;HS 2002;'64244;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'482319;HS 2002;'64244;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'482320;HS 2017;'64245;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'482340;HS 2017;'641;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'482360;HS 2002;'64293;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'482370;HS 2017;'641;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'482390;HS 2017;'641;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'510111;HS 2017;'26811;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'510121;HS 2017;'26821;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'510219;HS 2017;'2683;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'510310;HS 2017;'26863;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'510320;HS 2017;'26869;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'510521;HS 2017;'26871;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'510529;HS 2017;'26873;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'510539;HS 2017;'26877;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'510540;HS 2017;'26877;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'510620;HS 2017;'65117;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'510720;HS 2017;'65118;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520100;HS 2017;'2631;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'520210;HS 2017;'26331;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'520299;HS 2017;'26339;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'520411;HS 2017;'65121;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520419;HS 2017;'65121;3305;Textiles;33;Manufactures;Textiles;Manufacturas
